transaction_id,customer_id,transaction_datetime,amount,merchant_category,transaction_type,channel,card_present,is_international,device_trust_score,ip_risk_score,account_age_days,txn_count_24h,avg_amount_30d,time_since_last_txn_sec,same_device_as_last,device_id,is_fraud
T0000825,100675,2025-09-28 05:56:55,27.78,restaurants,pos,mobile,1,0,0.261,13,745,2,116.43,7331,1,D71068475,0
T0000066,100224,2025-06-18 20:19:47,303.08,online_services,online,in_person,1,0,0.915,45,685,1,24.21,12390,1,D61188898,0
T0000142,100773,2025-08-26 23:23:28,60.91,entertainment,online,in_person,1,0,0.85,26,212,2,165.31,7449,1,D61420130,0
T0000926,100564,2025-10-20 02:57:42,807.51,gas,online,in_person,1,0,0.437,27,551,2,158.31,8001,1,D89192110,0
T0000828,100060,2025-01-05 08:46:50,133.51,grocery,pos,in_person,0,0,0.707,70,583,0,159.16,15171,1,D14068678,0
T0000656,100524,2025-01-26 13:40:38,197.84,grocery,pos,in_person,0,1,0.229,42,1296,3,100.74,3479,0,D82983520,1
T0000332,100364,2024-08-25 08:51:55,263.43,healthcare,atm,in_person,1,0,0.721,75,1783,2,114.95,6632,0,D54277454,0
T0000665,100648,2025-07-24 21:32:56,137.91,online_services,atm,in_person,0,0,0.523,11,2043,3,50.38,3952,1,D95228187,0
T0000250,100750,2024-01-03 01:36:18,51.71,electronics,pos,mobile,0,0,0.343,53,1472,4,185.47,3360,0,D69216723,1
T0000908,100278,2025-05-21 15:13:31,47.03,restaurants,pos,web,1,0,0.343,35,239,1,145.62,1569,0,D34912591,1
T0000709,100305,2025-10-29 01:11:39,121.59,travel,online,mobile,0,0,0.583,14,2017,2,113.46,635,1,D29187448,1
T0000306,100980,2025-10-29 06:49:48,57.53,online_services,pos,in_person,1,0,0.455,46,1235,0,34.94,2429,1,D90536065,0
T0000735,100695,2024-02-05 07:54:38,190.63,online_services,pos,mobile,0,1,0.673,43,157,2,292.7,5660,0,D86662958,1
T0000976,100754,2024-10-25 17:07:57,58.12,restaurants,pos,in_person,1,0,0.398,33,892,3,174.73,5912,1,D54603079,0
T0000050,100671,2024-02-15 21:49:32,157.72,grocery,transfer,in_person,0,0,0.771,12,1140,4,87.59,8225,1,D61530796,0
T0000897,100776,2025-03-05 15:21:22,80.77,online_services,transfer,in_person,1,0,0.64,61,128,2,146.61,4183,1,D21532412,0
T0000003,100334,2024-08-25 05:44:25,291.61,gas,pos,web,1,0,0.204,62,479,2,112.14,56,1,D64803678,1
T0000545,100124,2024-04-25 21:28:45,118.15,travel,online,in_person,0,1,0.255,72,876,1,202.39,4892,0,D74028609,1
T0000351,100464,2024-11-28 11:15:54,206.75,restaurants,pos,in_person,1,0,0.714,15,364,2,73.78,736,0,D14454694,1
T0000905,100552,2024-08-25 20:32:30,84.78,utilities,atm,web,1,0,0.27,54,3071,5,48.55,2011,1,D96419135,1
T0000537,100262,2024-06-20 22:16:52,91.39,grocery,atm,mobile,1,0,0.305,51,894,1,9.82,3261,0,D98801490,0
T0000345,100325,2025-08-06 12:57:18,635.61,electronics,atm,mobile,1,0,0.916,19,209,2,18.78,1853,1,D68899154,0
T0000995,100478,2025-09-16 08:39:19,134.46,grocery,pos,web,1,0,0.879,40,3242,2,66.32,1496,1,D36230430,0
T0000482,100215,2024-03-05 20:57:50,539.1,restaurants,transfer,mobile,1,0,0.657,19,101,5,80.9,957,1,D14465372,1
T0000576,100218,2024-08-17 12:37:47,40.07,grocery,online,mobile,1,0,0.692,31,1926,2,264.04,6536,1,D79919627,0
T0000034,100366,2025-04-13 13:58:19,71.35,restaurants,online,in_person,1,0,0.749,41,3021,1,1.0,3258,1,D22680246,0
T0000032,100741,2025-10-22 03:34:24,102.95,restaurants,pos,in_person,1,0,0.507,72,783,3,205.85,1507,0,D66144904,1
T0000232,100486,2024-10-08 15:26:09,87.21,utilities,atm,web,1,0,0.342,18,3293,2,179.91,16476,1,D95529660,0
T0000964,100731,2024-10-12 06:53:47,134.46,restaurants,transfer,in_person,0,1,0.455,62,1915,0,1.0,1040,1,D98267330,0
T0000193,100354,2025-10-15 06:02:24,105.12,travel,pos,in_person,1,0,0.346,11,451,2,1.0,804,1,D77963529,0
T0000334,100736,2025-12-11 06:56:17,59.6,entertainment,pos,web,1,0,0.301,26,353,1,214.99,12109,1,D68954433,0
T0000004,100311,2025-03-17 06:30:48,346.02,grocery,atm,in_person,1,0,0.338,33,2436,1,8.29,2599,1,D32296834,0
T0000205,100722,2024-09-12 16:19:14,23.45,gas,transfer,mobile,1,0,0.442,37,352,3,326.15,1239,1,D78376554,0
T0000515,100270,2025-05-14 01:14:41,302.39,restaurants,online,in_person,1,0,0.839,21,657,3,225.44,2529,1,D52905959,0
T0000800,100553,2024-12-05 04:14:52,153.7,restaurants,atm,in_person,1,0,0.418,32,1605,4,1.0,8817,1,D52940877,0
T0000307,100385,2025-04-02 08:17:06,109.84,online_services,online,mobile,0,0,0.816,21,749,1,22.12,2681,1,D49251586,1
T0000110,100370,2025-11-13 18:34:56,31.36,online_services,online,in_person,1,0,0.82,32,15,4,10.36,8105,1,D37738252,0
T0000431,100921,2024-03-29 11:11:01,58.18,healthcare,transfer,in_person,1,0,0.795,10,1354,0,1.0,10398,1,D13356880,0
T0000078,100463,2024-07-23 23:23:48,171.17,grocery,online,in_person,1,0,0.733,35,3650,1,1.0,3150,1,D57082597,0
T0000085,100928,2024-06-23 21:51:24,50.59,entertainment,online,in_person,0,0,0.405,20,2820,3,1.0,68,0,D25782586,1
T0000287,100963,2024-01-23 11:15:06,188.17,healthcare,online,web,1,0,0.526,20,677,7,171.59,931,0,D68282161,1
T0000083,100699,2025-10-01 01:15:19,107.05,travel,atm,in_person,0,0,0.705,15,677,2,160.04,0,0,D95361917,1
T0000992,100345,2024-05-25 12:04:36,561.91,restaurants,pos,mobile,0,0,0.689,46,36,2,33.35,4675,0,D36526298,1
T0000790,100508,2024-12-24 11:25:11,129.55,restaurants,transfer,in_person,0,1,0.742,28,29,6,191.85,10411,0,D89112056,1
T0000895,100682,2024-12-21 06:12:48,112.1,gas,atm,web,1,0,0.882,0,3574,1,177.34,1591,0,D31390037,1
T0000399,100095,2025-05-03 20:05:26,239.14,online_services,atm,mobile,1,0,0.386,0,1442,2,13.89,3535,1,D25795046,0
T0000324,100638,2024-02-09 22:04:13,291.72,online_services,online,in_person,1,1,0.708,24,179,2,85.98,9168,1,D44329761,0
T0000520,100240,2025-02-18 15:47:04,642.93,grocery,online,in_person,1,0,0.419,33,156,2,40.37,3898,0,D92757731,1
T0000917,100857,2024-09-16 02:51:41,540.6,healthcare,pos,in_person,1,0,0.919,23,477,2,98.26,455,0,D20675854,1
T0000923,100943,2025-03-03 16:23:42,165.22,travel,atm,in_person,1,0,0.91,15,293,1,1.0,1975,1,D41536305,0
T0000006,100946,2024-05-03 15:02:00,45.97,utilities,pos,web,1,0,0.485,0,138,0,174.26,6831,1,D19997708,0
T0000732,100998,2025-06-08 10:03:04,156.4,online_services,atm,in_person,0,0,0.584,38,3650,2,1.0,3443,1,D18226376,0
T0000466,100867,2025-07-25 01:15:45,98.22,grocery,online,in_person,1,0,0.511,40,444,3,68.24,3364,1,D17719994,0
T0000098,100751,2025-07-05 14:44:16,60.49,entertainment,pos,in_person,1,1,0.274,31,761,3,126.51,967,0,D60595696,1
T0000267,100894,2025-02-06 20:18:45,170.7,healthcare,pos,web,1,0,0.439,59,683,2,185.55,3251,1,D43286712,1
T0000358,100315,2025-03-25 08:59:48,189.3,travel,pos,mobile,1,0,0.931,30,1115,5,209.72,4938,0,D23073596,0
T0000869,100174,2024-02-20 09:43:41,87.67,electronics,pos,web,1,1,0.598,36,32,0,31.65,13972,1,D81740671,0
T0000799,100406,2025-10-26 06:58:37,373.63,gas,atm,in_person,1,0,0.553,29,2181,2,200.03,3607,1,D78390025,1
T0000381,100563,2024-04-16 09:31:33,163.55,grocery,pos,web,0,0,0.374,2,2178,3,40.7,620,0,D31234153,1
T0000632,100776,2025-03-30 14:45:29,1472.03,gas,pos,web,0,0,0.358,44,133,1,154.28,2775,1,D42358021,1
T0000382,100204,2025-10-02 09:43:34,482.31,online_services,online,in_person,1,0,0.665,37,600,1,182.99,11407,0,D58147185,0
T0000491,100039,2025-12-11 07:38:20,394.16,utilities,pos,mobile,1,0,0.524,46,14,3,260.68,4995,0,D47504013,1
T0000119,100292,2024-10-08 14:57:42,627.41,grocery,online,mobile,1,0,0.293,40,38,3,1.0,7995,1,D77489465,0
T0000901,100650,2025-01-30 14:03:19,210.76,travel,transfer,in_person,1,0,0.398,1,1253,3,1.0,2785,1,D66293036,0
T0000251,100050,2025-10-19 13:42:11,106.55,restaurants,pos,in_person,0,0,0.679,47,42,2,224.81,6109,0,D25022676,1
T0000524,100358,2024-10-01 07:05:09,124.93,restaurants,transfer,in_person,1,0,0.667,46,429,0,61.2,2925,1,D54744322,0
T0000010,100980,2025-07-07 01:05:51,68.87,utilities,pos,mobile,1,1,0.762,87,399,0,313.43,680,0,D20510173,1
T0000197,100059,2025-04-13 21:59:40,264.81,entertainment,pos,in_person,1,0,0.284,12,136,1,72.68,3722,1,D96531035,0
T0000604,100923,2024-06-29 02:49:42,84.37,entertainment,online,in_person,1,0,0.803,35,76,0,115.31,2898,0,D18728826,0
T0000082,100819,2024-08-08 08:36:18,81.8,entertainment,pos,web,1,0,0.32,1,545,2,97.1,5118,1,D77587318,0
T0000784,100588,2025-01-13 17:10:37,331.89,gas,atm,in_person,1,0,0.714,59,909,1,89.79,3649,0,D24526476,1
T0000588,100312,2024-10-22 08:41:29,69.85,utilities,atm,mobile,0,0,0.538,66,809,4,99.52,2637,0,D96826742,1
T0000798,100215,2025-04-07 19:47:36,385.02,gas,pos,web,1,0,0.51,33,195,3,166.7,2050,1,D35064813,1
T0000240,100364,2024-01-05 06:30:17,92.16,electronics,pos,in_person,1,0,0.728,36,89,1,112.28,8448,1,D83571025,0
T0000291,100530,2025-06-13 04:55:42,118.3,grocery,pos,mobile,0,1,0.835,13,3650,1,221.54,7136,1,D60115173,0
T0000212,100866,2024-12-28 22:50:35,44.98,entertainment,pos,in_person,1,0,0.459,16,533,2,1.0,5254,1,D25963665,0
T0000718,100796,2025-12-01 09:13:09,275.11,travel,pos,in_person,0,0,0.538,14,117,3,295.4,4077,1,D93334683,1
T0000360,100275,2024-11-12 21:54:21,129.96,online_services,pos,web,0,0,0.755,59,1914,1,101.85,1025,1,D18603867,1
T0000450,100053,2025-11-24 21:56:50,209.57,healthcare,pos,in_person,1,0,0.725,63,3208,3,1.0,2255,1,D21914556,0
T0000228,100305,2024-08-05 22:47:41,803.65,electronics,transfer,in_person,1,0,0.254,46,266,3,176.69,8752,1,D96324473,0
T0000951,100296,2024-12-02 04:16:46,31.47,electronics,pos,mobile,0,0,0.254,10,1578,2,77.34,10456,1,D74450657,0
T0000947,100330,2025-02-15 12:37:59,200.79,online_services,online,web,1,0,0.531,31,696,2,457.12,2637,1,D28917238,1
T0000797,100753,2025-08-20 10:18:00,363.63,utilities,pos,in_person,0,0,0.666,52,1690,2,59.01,1338,1,D65998247,1
T0000502,100265,2024-05-12 21:59:01,332.18,electronics,pos,web,0,0,0.371,12,822,1,215.63,4718,1,D83516836,1
T0000465,100535,2025-11-29 02:18:14,54.29,electronics,online,in_person,1,0,0.841,23,485,5,47.34,459,1,D15116603,1
T0000363,100310,2024-10-04 02:59:44,364.98,online_services,atm,web,0,0,0.283,35,3650,0,187.5,11092,1,D82039073,1
T0000469,100108,2025-12-16 21:26:03,401.57,utilities,pos,in_person,1,0,0.684,66,606,2,120.78,8425,1,D61532214,1
T0000936,100610,2024-01-18 01:18:45,252.29,restaurants,pos,in_person,1,0,0.915,47,127,3,181.63,1963,1,D71980658,0
T0000429,100784,2024-07-11 19:32:28,42.78,restaurants,atm,in_person,1,0,0.416,0,342,1,103.09,2846,1,D38609994,0
T0000008,100035,2025-03-27 07:03:32,111.65,online_services,transfer,in_person,1,0,0.774,34,439,0,102.39,1817,1,D30668623,1
T0000156,100542,2025-11-22 04:19:01,728.61,entertainment,transfer,mobile,1,0,0.346,52,84,1,204.07,6378,0,D98596401,1
T0000542,100829,2024-06-07 08:02:42,70.56,grocery,pos,mobile,0,0,0.815,40,1937,1,29.05,3075,1,D69633300,0
T0000441,100699,2025-01-10 06:06:09,125.17,gas,atm,in_person,1,0,0.524,45,872,1,1.0,5915,1,D43221715,0
T0000483,100578,2025-06-21 17:38:17,161.16,online_services,online,in_person,0,0,0.329,12,359,0,57.44,3899,1,D53370354,1
T0000423,100985,2024-03-28 21:01:22,86.92,gas,transfer,ivr,1,0,0.877,0,1119,2,16.27,2790,1,D38175219,0
T0000779,100591,2025-05-19 21:47:39,156.7,grocery,online,mobile,1,0,0.246,0,727,2,213.33,2276,1,D40813432,1
T0000950,100406,2025-11-26 00:49:54,5.56,grocery,atm,mobile,1,0,0.479,2,61,4,1.0,588,1,D12072025,0
T0000335,100318,2025-12-16 21:22:21,152.86,travel,pos,mobile,1,0,0.531,51,194,4,252.22,4551,1,D73271998,1
T0000577,100102,2025-04-05 04:08:34,494.02,healthcare,atm,mobile,0,0,0.446,28,983,1,193.85,2294,1,D36510860,1
T0000935,100920,2024-08-16 03:12:00,196.11,restaurants,pos,in_person,1,0,0.308,55,593,2,132.94,6663,0,D16870141,0
T0000568,100791,2025-04-09 01:09:53,82.47,grocery,online,mobile,1,0,0.576,48,294,3,25.22,1261,0,D12364056,1
T0000595,100411,2025-06-25 13:29:06,46.85,electronics,online,in_person,1,0,0.342,14,389,3,244.76,2401,1,D35335823,1
T0000531,100066,2025-09-22 17:54:08,107.17,online_services,pos,mobile,1,0,0.809,74,696,1,1.0,2630,0,D71270218,0
T0000582,100504,2025-02-25 05:55:53,52.42,restaurants,pos,web,1,0,0.474,36,597,4,164.47,12029,0,D44038038,0
T0000708,100593,2025-04-27 08:32:36,245.35,entertainment,pos,web,1,0,0.842,29,146,3,237.9,4584,1,D86558410,0
T0000449,100497,2024-12-25 10:39:31,404.69,online_services,online,mobile,1,0,0.622,39,309,2,159.22,1517,1,D68154618,1
T0000454,100327,2025-04-30 07:29:53,962.26,online_services,online,mobile,0,0,0.356,40,3315,2,137.03,3575,0,D37098786,1
T0000229,100202,2024-07-22 20:18:29,68.86,electronics,transfer,in_person,0,0,0.558,58,142,0,1.0,5085,1,D19698864,0
T0000353,100311,2024-06-02 16:34:57,88.78,electronics,atm,web,1,0,0.908,36,824,1,133.28,3822,1,D19110461,0
T0000729,100762,2024-11-07 13:53:52,53.19,restaurants,pos,mobile,1,0,0.387,0,1440,2,228.27,9206,1,D58431756,0
T0000213,100867,2024-04-12 05:27:50,152.56,healthcare,pos,in_person,1,0,0.801,19,3059,5,140.21,3222,1,D57506968,0
T0000080,100039,2025-11-22 03:38:12,112.35,grocery,online,in_person,0,0,0.538,42,1481,2,100.19,1743,1,D67785659,1
T0000149,100478,2024-11-15 06:09:41,387.37,online_services,pos,web,1,0,0.33,85,639,1,40.47,15158,0,D27946337,1
T0000303,100607,2024-03-12 01:21:02,322.93,gas,pos,mobile,1,0,0.862,39,1682,5,70.1,182,1,D72583407,1
T0000629,100189,2024-09-09 07:17:05,58.18,grocery,pos,in_person,1,0,0.71,32,1866,1,100.24,3651,1,D78805293,0
T0000778,100106,2025-09-16 08:11:03,212.15,healthcare,online,in_person,0,0,0.623,38,481,4,68.92,1460,1,D86353496,1
T0000507,100591,2024-02-02 03:25:29,1310.77,online_services,pos,mobile,1,0,0.608,65,142,1,199.05,2954,1,D14024671,1
T0000343,100788,2025-05-22 00:32:50,158.35,electronics,transfer,in_person,0,0,0.887,25,74,1,116.31,71,0,D82378917,1
T0000486,100123,2024-03-14 13:23:51,127.31,healthcare,transfer,web,1,0,0.591,4,3650,1,1.0,5633,1,D12031992,0
T0000712,100416,2024-06-14 19:10:51,279.08,utilities,online,in_person,0,0,0.388,25,499,4,47.11,14850,1,D63809617,0
T0000134,100675,2025-06-04 04:57:51,121.51,grocery,pos,in_person,0,0,0.257,16,418,1,79.21,680,1,D69643062,1
T0000704,100351,2025-06-30 14:23:12,141.0,online_services,online,mobile,1,0,0.797,16,1104,4,202.8,2346,1,D93365173,1
T0000312,100809,2024-11-09 02:20:42,220.34,utilities,online,mobile,1,0,0.797,0,2640,4,60.15,1880,0,D85048685,1
T0000723,100183,2025-12-20 12:56:19,19.06,electronics,transfer,in_person,0,0,0.409,90,3283,1,192.26,3368,1,D20866810,0
T0000630,100561,2025-02-18 13:26:22,16.92,restaurants,pos,mobile,0,0,0.38,71,3650,3,116.41,4105,1,D98834974,0
T0000001,100395,2024-07-06 18:05:02,195.24,utilities,pos,web,1,0,0.73,39,261,1,32.17,749,1,D11245518,1
T0000317,100631,2025-08-16 16:44:32,157.57,grocery,pos,in_person,0,0,0.287,68,576,0,87.31,846,1,D52173135,1
T0000707,100877,2025-05-24 18:41:45,65.4,electronics,pos,in_person,1,0,0.342,38,2467,0,131.14,1140,0,D35430831,1
T0000548,100660,2024-01-02 08:24:08,59.88,gas,pos,web,1,0,0.501,27,1093,1,36.49,8843,1,D82540342,0
T0000873,100183,2024-01-30 00:59:49,284.82,electronics,atm,in_person,1,0,0.861,38,358,2,287.1,7475,1,D89634066,0
T0000533,100364,2025-02-11 10:52:25,99.12,travel,pos,mobile,1,0,0.562,20,1315,2,165.5,6420,1,D49250535,0
T0000478,100580,2025-03-24 12:32:13,53.1,entertainment,pos,ivr,1,0,0.941,64,1246,1,84.79,4423,0,D94616806,0
T0000405,100701,2024-12-24 18:59:55,237.23,restaurants,atm,in_person,0,0,0.647,15,2339,1,1.0,5415,0,D69382828,0
T0000173,100470,2025-01-14 03:21:24,98.55,utilities,pos,in_person,1,0,0.247,17,823,1,84.22,5011,1,D64306776,0
T0000126,100750,2024-01-01 19:59:11,204.63,restaurants,transfer,web,1,0,0.937,33,1828,4,250.56,3642,0,D55228953,1
T0000395,100988,2025-03-10 18:58:49,279.15,gas,transfer,ivr,1,0,0.816,38,1087,3,167.59,526,1,D42017330,1
T0000421,100502,2024-04-24 18:31:45,161.24,restaurants,pos,in_person,1,0,0.787,26,245,3,183.21,1781,0,D28014153,1
T0000553,100222,2024-07-24 08:41:56,193.79,gas,pos,in_person,1,0,0.563,42,190,2,13.24,2132,0,D21342258,1
T0000904,100688,2024-10-21 23:13:21,619.83,grocery,pos,web,1,0,0.573,54,1226,2,149.95,791,1,D26867813,1
T0000091,100794,2025-05-12 07:41:13,270.11,electronics,online,mobile,1,0,0.345,47,162,3,1.0,1156,0,D24832778,1
T0000940,100956,2024-05-29 00:16:42,323.56,restaurants,pos,in_person,1,0,0.257,40,37,2,89.93,549,1,D10603325,1
T0000182,100622,2025-12-04 04:23:07,180.81,electronics,pos,ivr,1,0,0.466,42,2740,1,218.13,548,0,D95724223,1
T0000275,100350,2024-04-28 09:21:00,611.56,restaurants,atm,mobile,0,0,0.254,61,969,3,166.5,7068,1,D82848514,1
T0000896,100643,2025-11-24 01:19:10,381.61,grocery,atm,in_person,1,0,0.599,12,613,0,96.12,4146,0,D77480567,1
T0000070,100802,2024-10-25 22:44:58,124.94,restaurants,transfer,web,1,0,0.681,40,951,1,74.11,9238,0,D53187338,0
T0000292,100725,2025-11-18 04:01:36,170.26,gas,pos,in_person,1,0,0.505,65,2766,2,3.62,1656,0,D48633185,1
T0000132,100621,2024-11-10 13:56:31,42.99,gas,pos,mobile,0,0,0.272,66,1903,0,291.03,10138,1,D73624956,0
T0000301,100803,2024-02-23 22:14:55,702.48,travel,pos,mobile,0,0,0.464,11,314,0,230.82,175,1,D95939000,1
T0000425,100771,2024-10-18 23:53:02,66.73,entertainment,pos,in_person,1,0,0.794,44,584,0,112.74,6132,0,D89703406,0
T0000327,100303,2025-11-30 02:35:28,36.06,grocery,pos,in_person,1,0,0.46,60,1190,2,88.54,233,1,D90918360,1
T0000145,100632,2025-03-23 18:12:43,71.4,online_services,online,in_person,1,1,0.58,16,1472,1,168.27,3195,1,D38518539,0
T0000424,100669,2025-05-27 13:16:40,39.15,online_services,pos,ivr,0,0,0.215,56,29,1,162.38,11097,0,D42069499,0
T0000581,100102,2024-05-05 22:51:00,16.96,online_services,online,in_person,1,0,0.721,31,864,2,299.33,2264,1,D30356137,0
T0000136,100274,2025-03-17 04:49:55,59.5,healthcare,transfer,mobile,1,0,0.94,24,2389,3,283.05,169,1,D69886639,1
T0000451,100825,2025-08-25 00:19:59,131.89,restaurants,atm,in_person,1,0,0.762,11,3362,2,137.24,3814,1,D83518736,0
T0000165,100363,2024-05-01 10:12:39,315.65,gas,online,in_person,0,0,0.899,0,1000,0,63.62,6539,1,D98840530,0
T0000029,100891,2024-04-01 05:32:37,215.18,restaurants,pos,in_person,1,0,0.862,0,1026,3,1.0,72,1,D13189014,0
T0000774,100946,2024-08-08 23:42:02,500.48,gas,atm,in_person,1,0,0.902,71,766,3,201.17,1670,0,D84669167,1
T0000194,100958,2025-03-21 00:19:07,552.97,gas,pos,mobile,0,0,0.686,21,90,4,174.12,694,1,D40322941,1
T0000389,100072,2025-07-19 01:12:31,190.31,healthcare,online,mobile,1,0,0.502,75,1551,3,113.52,6625,1,D45149375,0
T0000853,100651,2024-05-08 04:01:53,336.21,gas,online,web,1,1,0.837,60,43,2,129.57,8847,1,D80159725,1
T0000170,100884,2025-01-28 15:18:14,143.07,utilities,pos,mobile,1,0,0.896,47,254,1,166.13,3726,1,D48304300,0
T0000706,100156,2024-11-22 15:36:45,61.66,grocery,pos,mobile,1,0,0.358,18,3650,1,183.0,1855,1,D96594743,1
T0000141,100296,2024-03-20 19:52:53,215.5,utilities,transfer,in_person,0,0,0.23,36,297,1,56.88,2548,0,D61529816,1
T0000174,100506,2025-05-21 14:26:54,49.25,gas,pos,mobile,1,0,0.282,21,554,2,16.57,5445,1,D18734404,0
T0000007,100563,2025-07-05 03:37:04,166.51,gas,online,in_person,1,0,0.893,33,1333,1,317.4,3089,0,D72736417,1
T0000746,100750,2025-12-27 21:03:42,343.01,restaurants,transfer,in_person,1,0,0.264,1,73,1,109.29,2374,1,D94221196,1
T0000479,100003,2024-12-21 10:55:34,149.26,travel,online,in_person,0,0,0.928,60,486,2,1.0,10285,1,D85990061,0
T0000074,100600,2025-08-08 07:07:38,232.16,online_services,online,in_person,0,0,0.34,32,2168,5,1.0,410,1,D94975624,1
T0000911,100812,2024-02-21 08:26:38,75.45,travel,pos,web,0,0,0.861,79,167,8,183.36,3909,0,D86979674,1
T0000814,100651,2025-06-02 08:25:53,94.3,grocery,transfer,in_person,1,0,0.377,21,914,1,188.24,7701,1,D26614651,0
T0000239,100439,2024-11-07 22:32:21,57.04,restaurants,pos,mobile,1,0,0.732,61,636,1,1.0,4211,1,D97809891,0
T0000146,100501,2025-05-05 21:44:58,102.12,electronics,online,mobile,0,0,0.903,0,3113,2,246.63,3587,1,D56689123,1
T0000793,100388,2024-01-24 00:55:55,235.12,restaurants,transfer,in_person,1,0,0.446,26,880,3,1.0,2963,0,D53041428,0
T0000235,100471,2025-02-07 16:20:33,77.0,restaurants,online,in_person,1,0,0.305,44,514,2,86.65,11370,1,D43767228,0
T0000221,100198,2025-01-06 13:02:34,121.33,electronics,pos,web,0,0,0.803,46,599,0,114.77,2000,0,D45437941,1
T0000924,100217,2025-09-26 17:06:37,88.74,online_services,atm,in_person,0,0,0.28,36,2213,3,162.55,3745,0,D66755646,1
T0000501,100304,2024-12-27 05:18:58,506.48,restaurants,atm,web,1,0,0.796,34,927,1,147.63,5841,1,D92643794,1
T0000133,100035,2025-04-20 04:17:16,262.86,online_services,online,in_person,1,0,0.341,8,85,4,6.79,1884,1,D80731548,0
T0000991,100417,2025-11-29 13:45:14,324.89,electronics,transfer,in_person,1,0,0.91,73,64,2,1.0,4390,0,D81141227,0
T0000775,100895,2024-03-20 09:38:51,150.03,entertainment,online,web,1,0,0.799,54,879,5,197.97,311,1,D98620127,1
T0000186,100284,2024-12-26 14:21:16,591.22,online_services,online,in_person,1,0,0.406,28,2506,0,46.84,6220,1,D89257691,1
T0000042,100650,2025-12-14 21:30:17,241.98,grocery,pos,mobile,1,1,0.453,4,370,1,182.14,1803,1,D57205354,1
T0000697,100949,2025-11-11 20:07:57,18.39,electronics,online,mobile,1,0,0.88,24,1548,3,194.0,7509,1,D25489266,0
T0000109,100964,2024-08-22 19:50:59,316.17,entertainment,pos,ivr,0,0,0.248,54,169,1,1.0,6573,1,D65586121,0
T0000589,100969,2025-12-07 08:01:28,183.44,healthcare,atm,in_person,1,1,0.827,54,492,0,1.0,725,0,D50595907,1
T0000057,100838,2024-04-06 15:01:51,115.86,entertainment,pos,mobile,1,0,0.887,20,1110,5,235.97,11755,1,D76852192,0
T0000406,100280,2025-11-19 01:43:44,116.83,travel,pos,in_person,1,1,0.398,0,3650,1,275.34,2308,1,D34864785,0
T0000443,100863,2025-05-08 00:25:51,205.56,utilities,online,in_person,0,0,0.882,50,718,3,1.0,892,1,D67820031,0
T0000758,100673,2025-12-26 22:36:21,320.38,grocery,pos,in_person,1,0,0.217,35,757,3,33.94,2727,1,D92932522,1
T0000998,100143,2024-06-08 01:21:02,165.51,restaurants,online,in_person,1,0,0.68,14,220,1,5.33,2824,1,D54168703,0
T0000025,100195,2025-01-22 01:21:29,100.94,utilities,pos,in_person,0,0,0.402,13,2885,3,182.16,5159,0,D78928328,1
T0000468,100274,2024-01-24 08:22:50,848.53,grocery,transfer,web,1,1,0.2,0,2524,1,35.54,13311,0,D51374112,0
T0000540,100429,2025-08-18 16:06:14,73.12,online_services,online,in_person,1,0,0.442,34,544,2,198.13,7648,1,D87690143,0
T0000532,100796,2024-07-14 09:18:59,63.62,electronics,online,in_person,1,0,0.846,54,1268,5,5.85,1359,1,D70511779,0
T0000619,100692,2024-07-14 14:15:49,85.41,grocery,online,web,1,0,0.352,49,225,0,323.62,8985,1,D85392149,0
T0000695,100156,2025-04-04 23:03:09,70.52,restaurants,online,in_person,1,0,0.768,0,184,1,67.69,8235,0,D85729551,0
T0000927,100551,2025-04-30 00:03:52,127.39,electronics,online,mobile,1,1,0.297,82,1267,1,1.0,1261,1,D38680964,1
T0000339,100467,2024-11-19 05:50:19,419.8,online_services,transfer,mobile,0,0,0.322,65,578,1,261.75,719,1,D47185040,1
T0000052,100381,2025-04-07 05:39:35,261.95,gas,pos,web,0,0,0.354,19,845,3,217.77,19696,1,D33306661,0
T0000508,100292,2024-04-10 09:35:20,219.51,restaurants,pos,in_person,1,0,0.864,35,1484,2,149.03,1893,1,D62927796,0
T0000517,100764,2024-12-14 22:58:37,270.83,online_services,pos,in_person,1,0,0.615,22,1259,1,134.43,8210,1,D23845031,0
T0000921,100854,2024-04-01 13:17:59,111.48,utilities,atm,web,0,0,0.645,49,334,3,1.0,1621,0,D34838171,0
T0000782,100034,2024-08-09 22:51:51,138.14,grocery,atm,in_person,0,0,0.521,27,606,5,115.67,5458,0,D44141747,0
T0000265,100507,2024-05-13 15:56:09,226.87,utilities,pos,in_person,1,0,0.22,35,1200,1,160.58,262,1,D53010294,1
T0000818,100575,2025-12-02 04:52:18,184.88,gas,atm,in_person,1,0,0.475,22,600,1,71.81,12952,1,D55706204,0
T0000711,100478,2025-07-04 11:45:04,146.6,grocery,pos,in_person,1,0,0.738,44,2130,1,176.02,2196,1,D59391886,0
T0000683,100356,2025-11-16 00:35:14,457.85,grocery,pos,web,1,1,0.801,75,3650,2,99.94,13928,1,D19856797,1
T0000833,100440,2024-11-25 12:49:55,53.79,utilities,transfer,mobile,1,0,0.393,29,561,3,212.61,4422,0,D14881929,0
T0000519,100568,2025-10-08 05:21:49,332.96,gas,pos,in_person,1,1,0.589,43,702,0,14.14,6251,1,D78387685,0
