transaction_id,customer_id,transaction_datetime,amount,merchant_category,transaction_type,channel,card_present,is_international,device_trust_score,ip_risk_score,account_age_days,txn_count_24h,avg_amount_30d,time_since_last_txn_sec,same_device_as_last,device_id,is_fraud
T0000700,100774,2024-11-24 01:53:57,97.42,restaurants,online,web,1,0,0.554,5,943,5,281.97,1876,1,D54942770,0
T0000598,100493,2025-03-06 19:18:07,217.06,entertainment,transfer,in_person,1,0,0.63,27,1065,5,41.18,14203,1,D92765249,0
T0000840,100336,2024-03-19 04:25:50,53.31,online_services,pos,web,0,0,0.288,41,3650,1,118.61,4209,1,D42062546,0
T0000384,100201,2025-09-07 22:31:13,65.68,gas,pos,mobile,1,0,0.771,52,166,7,335.93,8006,1,D17314403,0
T0000648,100333,2024-01-02 09:21:13,170.78,restaurants,pos,in_person,1,0,0.498,39,2094,3,154.92,2187,1,D51191603,0
T0000986,100182,2025-12-13 04:53:00,239.25,travel,transfer,in_person,1,0,0.583,35,1635,1,28.05,136,0,D74826544,1
T0000939,100652,2024-02-10 12:00:05,45.83,electronics,transfer,web,1,0,0.561,63,2029,2,67.81,2516,0,D23461952,0
T0000846,100540,2024-07-29 13:50:24,55.95,online_services,transfer,web,1,0,0.694,27,57,0,1.0,1638,0,D18804517,0
T0000526,100698,2024-04-21 14:47:50,145.55,gas,atm,in_person,0,0,0.43,36,446,2,233.94,4100,1,D63559447,0
T0000516,100168,2024-08-23 01:23:13,176.71,restaurants,pos,in_person,1,0,0.625,18,865,0,52.08,2096,1,D65555445,0
T0000387,100047,2024-01-07 20:41:31,182.62,gas,pos,in_person,0,1,0.268,33,3650,3,199.52,3219,0,D55374405,0
T0000997,100609,2025-05-27 07:47:56,168.93,grocery,online,web,1,1,0.688,13,301,2,141.59,1617,0,D69225558,0
T0000978,100071,2025-08-15 00:07:21,182.63,restaurants,online,in_person,1,0,0.542,0,1730,1,1.0,5808,1,D77636302,0
T0000768,100375,2025-04-25 11:15:21,424.85,gas,online,in_person,0,0,0.736,0,408,3,119.75,2581,0,D59151626,0
T0000072,100133,2024-02-06 19:41:45,147.65,utilities,online,web,1,0,0.734,4,1904,1,286.23,1637,1,D18341061,0
T0000495,100548,2024-12-05 11:00:40,63.81,electronics,pos,in_person,1,0,0.456,0,3650,3,1.0,3372,1,D57184704,0
T0000581,100820,2024-02-11 23:59:17,14.4,grocery,pos,web,1,1,0.211,38,1743,2,129.04,420,0,D58357569,0
T0000048,100046,2024-03-11 17:24:42,226.82,restaurants,pos,in_person,1,0,0.861,49,3650,1,326.06,15270,1,D18426320,0
T0000030,100008,2024-11-26 10:41:03,23.44,electronics,online,in_person,1,0,0.595,60,644,1,176.38,4470,1,D62742189,0
T0000441,100598,2025-07-24 01:30:35,97.95,restaurants,online,in_person,1,1,0.59,37,1622,3,75.02,374,1,D34288270,0
T0000209,100525,2025-09-21 16:01:15,132.12,healthcare,pos,web,1,0,0.795,0,160,2,329.04,1392,1,D33903594,0
T0000940,100575,2025-07-22 04:00:26,220.57,restaurants,transfer,in_person,1,0,0.28,0,535,2,289.67,4910,1,D19499418,0
T0000539,100401,2024-02-25 02:35:46,613.36,grocery,pos,web,1,0,0.758,28,416,2,175.33,257,1,D36438479,0
T0000587,100315,2024-11-27 01:33:26,75.09,gas,pos,mobile,0,0,0.465,43,306,4,193.4,4411,1,D87603423,0
T0000058,100269,2025-05-29 19:40:41,46.51,entertainment,pos,web,1,0,0.47,59,1399,1,1.0,965,1,D33848763,0
T0000389,100680,2025-08-01 06:50:16,540.21,grocery,pos,in_person,1,0,0.617,23,332,3,277.47,4007,1,D12263599,0
T0000399,100204,2025-01-06 17:23:27,104.49,grocery,pos,web,1,0,0.48,9,671,1,14.4,4332,1,D32150060,0
T0000385,100218,2025-12-30 20:20:48,27.17,grocery,pos,web,0,0,0.457,29,743,1,169.65,2305,1,D14302358,0
T0000962,100421,2024-10-19 06:53:01,22.24,travel,atm,mobile,1,0,0.787,33,149,2,171.84,7865,1,D47678731,0
T0000567,100931,2025-06-16 16:14:25,78.0,electronics,pos,in_person,0,0,0.421,0,2603,3,221.09,188,0,D19656008,0
T0000141,100341,2025-07-10 06:28:14,153.43,utilities,online,in_person,1,0,0.363,88,2095,2,108.25,3258,1,D82110276,0
T0000911,100180,2025-05-12 01:17:38,221.42,entertainment,pos,mobile,1,0,0.68,61,1407,2,2.67,3881,1,D95592378,0
T0000566,100687,2025-05-22 06:50:11,125.26,entertainment,transfer,in_person,0,0,0.415,19,3458,4,258.04,338,1,D20094343,0
T0000893,100786,2025-12-27 07:35:41,244.2,restaurants,online,in_person,1,0,0.334,12,2340,4,12.39,6924,1,D60109828,0
T0000952,100371,2024-07-08 18:01:04,88.3,electronics,pos,in_person,0,1,0.476,60,3650,3,128.73,7580,1,D77300023,0
T0000372,100174,2025-09-03 17:32:36,113.19,utilities,online,in_person,1,0,0.39,55,236,3,327.8,569,0,D52685617,1
T0000697,100865,2025-03-07 09:05:36,27.81,travel,pos,mobile,1,0,0.318,16,1586,1,242.92,3517,0,D81741847,0
T0000104,100834,2024-02-29 00:19:50,360.78,grocery,transfer,in_person,1,0,0.499,32,1087,3,84.12,5052,0,D15115094,0
T0000535,100111,2025-12-24 11:21:26,567.49,online_services,online,in_person,0,0,0.219,58,2909,2,65.86,1881,1,D58238811,0
T0000036,100308,2025-08-06 13:15:17,32.74,online_services,transfer,web,1,1,0.931,29,646,1,83.08,5446,1,D63655122,0
T0000753,100580,2025-05-11 21:51:17,181.55,entertainment,online,in_person,1,0,0.463,47,808,3,170.02,1445,1,D42699183,0
T0000349,100671,2025-06-21 10:09:51,52.63,travel,pos,in_person,0,1,0.752,53,257,1,291.24,1536,1,D38131944,0
T0000049,100935,2024-03-06 22:28:41,260.67,gas,online,in_person,1,0,0.856,14,3297,3,282.89,4499,1,D22238810,0
T0000445,100076,2024-01-12 21:18:35,34.52,utilities,transfer,in_person,1,0,0.408,56,610,3,129.64,9177,1,D94401525,0
T0000950,100006,2024-01-20 20:23:20,76.67,online_services,atm,web,1,0,0.93,36,144,6,62.91,5130,1,D86169169,0
T0000496,100748,2025-04-07 06:01:19,118.58,gas,atm,in_person,1,0,0.378,86,90,3,207.87,747,0,D35058784,0
T0000110,100041,2024-10-11 17:01:33,750.6,entertainment,transfer,in_person,1,0,0.582,54,206,4,1.0,871,0,D53556784,0
T0000849,100783,2025-10-27 23:16:01,30.11,utilities,atm,web,1,1,0.64,20,2617,0,1.0,2750,1,D81638483,0
T0000434,100715,2024-10-27 16:38:16,322.15,restaurants,pos,in_person,1,0,0.364,31,2099,4,1.0,1476,1,D28252097,0
T0000443,100203,2025-02-11 03:45:16,500.22,utilities,atm,in_person,0,0,0.874,43,2875,3,102.07,668,0,D76896051,0
T0000149,100650,2025-02-03 09:00:34,89.74,grocery,transfer,ivr,0,0,0.371,43,3074,1,95.62,93,1,D95026879,1
T0000128,100331,2024-04-23 01:46:04,18.93,restaurants,pos,mobile,0,0,0.736,29,417,0,363.6,1081,1,D33345263,0
T0000945,100072,2024-08-15 12:34:36,82.47,gas,pos,in_person,1,0,0.837,23,1204,1,80.26,2774,1,D48052332,0
T0000510,100491,2025-05-18 10:15:39,100.14,online_services,transfer,in_person,0,0,0.823,26,1292,1,309.99,944,1,D22873503,0
T0000291,100924,2024-11-25 09:56:09,315.97,online_services,pos,mobile,1,0,0.689,16,745,3,162.74,4487,1,D97735217,0
T0000938,100007,2025-11-15 03:38:53,49.24,gas,pos,web,1,0,0.938,21,348,3,69.41,1135,1,D30568910,0
T0000446,100135,2024-03-10 19:27:58,287.12,grocery,online,in_person,1,0,0.571,22,258,0,154.64,3814,1,D73903269,0
T0000242,100830,2024-08-15 13:56:04,305.61,healthcare,transfer,in_person,1,0,0.316,74,1638,3,130.35,6831,0,D35849116,0
T0000069,100087,2024-02-13 21:02:55,374.47,healthcare,pos,in_person,0,0,0.63,30,722,0,82.06,23,0,D83839144,1
T0000855,100728,2025-05-10 16:29:28,85.51,gas,transfer,in_person,0,0,0.359,44,1790,1,38.45,5728,1,D14630799,0
T0000674,100371,2025-01-27 06:23:48,204.42,electronics,online,in_person,0,0,0.703,3,1513,1,96.09,10346,1,D36552547,0
T0000062,100195,2024-09-12 10:54:56,54.18,travel,pos,web,1,0,0.625,51,1085,1,1.0,2439,1,D91515822,0
T0000543,100072,2025-09-02 03:19:56,24.21,grocery,pos,in_person,1,0,0.946,27,1380,1,151.47,1841,1,D31750944,0
T0000286,100003,2024-01-13 21:42:48,136.5,electronics,pos,ivr,1,0,0.607,80,1056,3,419.56,2817,0,D42683561,0
T0000550,100755,2024-02-29 15:43:09,192.74,grocery,atm,in_person,1,0,0.459,22,175,2,62.77,778,0,D97752976,0
T0000720,100480,2025-02-13 14:16:36,92.58,entertainment,pos,web,0,0,0.777,32,598,1,236.55,10182,1,D19839658,0
T0000832,100920,2025-09-20 23:09:03,136.89,gas,pos,web,0,0,0.329,56,253,3,124.58,782,1,D77852963,0
T0000806,100280,2025-01-21 02:38:35,426.03,restaurants,pos,mobile,1,0,0.496,63,402,1,177.53,4239,0,D21278769,0
T0000944,100568,2025-01-10 09:23:08,104.6,restaurants,atm,mobile,1,0,0.524,0,2390,3,93.69,2092,1,D81917300,0
T0000020,100774,2025-01-10 04:17:36,107.93,grocery,pos,in_person,1,0,0.674,46,1447,1,250.97,10046,1,D29147630,0
T0000672,100962,2024-02-06 18:38:53,52.37,restaurants,pos,web,0,0,0.833,73,757,2,66.63,722,0,D92198851,0
T0000160,100283,2024-07-20 14:50:37,2091.4,restaurants,pos,mobile,1,0,0.725,63,947,6,65.83,12820,1,D71452303,0
T0000714,100901,2024-10-26 01:13:44,111.63,restaurants,pos,in_person,1,0,0.358,72,3625,4,168.3,5676,1,D94357283,0
T0000287,100466,2024-03-22 02:13:01,86.26,travel,online,mobile,0,0,0.769,5,5,4,110.55,8654,1,D33359503,0
T0000730,100348,2024-07-05 08:51:35,140.67,travel,pos,ivr,1,0,0.81,52,252,1,248.47,1942,1,D29897254,0
T0000206,100501,2024-11-03 18:35:37,270.6,gas,pos,mobile,1,0,0.62,0,1465,2,37.77,5455,1,D12801493,0
T0000420,100213,2024-07-19 04:42:26,1000.99,grocery,pos,mobile,0,0,0.462,50,512,3,69.13,9574,1,D60496388,0
T0000010,100942,2025-04-26 10:59:16,447.58,entertainment,online,mobile,1,0,0.26,25,92,2,264.01,1307,1,D80314827,0
T0000306,100542,2024-11-21 19:59:35,74.21,grocery,pos,in_person,1,0,0.779,47,1267,2,84.06,85,1,D19200521,0
T0000585,100285,2025-12-15 16:36:42,87.23,electronics,online,in_person,1,0,0.92,14,1098,0,89.41,10937,0,D94253794,0
T0000957,100195,2025-11-25 12:35:09,59.13,gas,pos,in_person,1,0,0.256,16,1862,2,462.26,2787,1,D92020591,0
T0000847,100685,2025-03-17 10:39:34,120.08,electronics,transfer,mobile,1,0,0.267,49,447,1,160.44,2602,1,D92678462,0
T0000528,100100,2024-05-14 18:19:15,97.34,online_services,atm,in_person,1,0,0.757,41,189,3,73.51,18799,1,D85623167,0
T0000346,100844,2024-07-11 06:59:57,121.09,restaurants,pos,in_person,0,0,0.888,20,1490,1,201.76,9655,1,D84573072,0
T0000551,100563,2024-05-24 09:57:46,214.2,travel,online,web,1,0,0.822,55,183,4,125.18,5698,0,D76927733,0
T0000861,100657,2025-11-30 14:36:52,120.07,travel,transfer,mobile,1,0,0.457,33,109,0,213.8,3430,1,D31814579,0
T0000022,100989,2025-05-29 05:05:57,77.23,healthcare,pos,web,0,0,0.623,17,217,1,61.46,2243,0,D35313357,0
T0000471,100435,2025-11-22 20:24:36,129.77,grocery,online,in_person,1,0,0.814,62,71,1,164.77,1326,1,D21114532,0
T0000552,100965,2024-04-17 15:24:29,108.32,restaurants,transfer,in_person,1,0,0.644,0,714,0,241.79,1613,1,D80364101,0
T0000914,100364,2025-02-01 14:06:45,82.56,restaurants,online,in_person,1,0,0.403,45,2563,1,1.0,8700,1,D84698696,0
T0000197,100924,2024-08-16 14:23:33,36.78,gas,pos,in_person,1,0,0.909,58,3650,2,130.81,1170,1,D86585265,0
T0000652,100612,2025-02-24 14:45:41,181.23,grocery,pos,in_person,0,0,0.626,0,1213,2,305.64,2744,0,D19255636,0
T0000790,100204,2024-11-23 00:57:54,551.04,grocery,atm,in_person,1,0,0.802,48,2127,2,172.41,2818,1,D52324635,0
T0000610,100693,2024-03-05 03:56:58,967.47,online_services,transfer,in_person,0,0,0.318,61,541,2,81.12,162,1,D65694981,1
T0000507,100875,2024-12-22 23:44:31,34.78,healthcare,transfer,in_person,1,0,0.785,43,2647,6,335.05,11438,1,D39642793,0
T0000848,100106,2024-10-11 08:04:06,263.8,travel,atm,in_person,1,0,0.677,31,315,0,308.77,5144,1,D75235982,0
T0000778,100101,2024-09-04 15:42:00,199.77,grocery,online,in_person,0,0,0.682,35,740,2,76.48,4520,1,D50121915,0
T0000627,100201,2025-10-14 00:37:09,106.02,gas,pos,in_person,0,0,0.306,31,156,3,234.46,3207,0,D50846710,0
T0000481,100140,2024-04-09 18:48:42,193.06,gas,pos,web,1,0,0.71,30,781,2,141.8,3355,1,D40056606,0
T0000121,100092,2024-03-13 13:43:33,141.32,entertainment,pos,in_person,1,0,0.783,32,2886,0,64.02,2747,1,D92507512,0
T0000091,100802,2025-12-14 02:59:39,598.85,travel,online,mobile,1,1,0.287,6,2558,0,130.15,415,1,D52972922,1
T0000829,100026,2025-03-15 02:53:10,312.95,travel,pos,in_person,1,0,0.645,59,146,1,53.91,1221,1,D81288006,0
T0000602,100435,2025-12-25 17:00:20,48.89,gas,atm,mobile,1,0,0.463,0,1137,1,174.77,126,1,D11526342,0
T0000046,100969,2024-10-08 06:59:15,523.84,gas,online,in_person,1,0,0.289,32,2062,3,1.0,250,1,D70073641,0
T0000381,100151,2025-11-06 10:09:39,47.52,electronics,transfer,in_person,1,0,0.298,54,1415,1,382.26,1052,1,D83964088,0
T0000710,100435,2025-07-08 13:35:00,654.4,grocery,pos,in_person,1,0,0.22,57,165,4,31.71,2283,0,D33898254,0
T0000588,100362,2025-10-10 22:27:00,733.11,entertainment,atm,mobile,1,0,0.453,31,743,1,1.76,6177,1,D29191883,0
T0000454,100209,2024-08-03 11:58:21,154.42,travel,transfer,in_person,0,0,0.587,41,877,0,198.43,7231,0,D74844795,0
T0000902,100675,2025-09-03 19:31:59,18.63,travel,atm,in_person,1,0,0.277,38,356,4,1.0,171,0,D75562593,0
T0000461,100534,2024-01-01 04:07:39,55.06,entertainment,pos,mobile,0,0,0.277,12,1253,3,199.31,3027,0,D94406371,0
T0000828,100451,2025-11-14 15:35:14,206.37,restaurants,pos,in_person,0,0,0.938,54,553,3,251.05,1085,0,D83588077,0
T0000787,100028,2025-01-22 08:09:00,269.6,travel,atm,in_person,1,0,0.386,85,748,1,106.15,1389,1,D69801274,0
T0000211,100126,2025-11-25 03:20:10,482.63,grocery,pos,in_person,1,0,0.601,18,621,0,95.97,10936,1,D38534197,0
T0000417,100173,2025-05-14 06:04:28,367.38,electronics,pos,mobile,1,0,0.513,49,1066,2,119.79,8975,0,D25250855,0
T0000237,100515,2025-03-28 04:01:17,383.31,grocery,transfer,in_person,1,0,0.734,47,1811,0,85.43,2229,1,D56100937,0
T0000402,100709,2024-11-18 01:53:54,198.5,grocery,pos,in_person,1,0,0.452,55,1186,6,293.12,8063,1,D95861872,0
T0000318,100981,2024-09-08 15:18:01,46.86,entertainment,transfer,mobile,0,0,0.555,16,207,2,83.14,519,0,D66799926,0
T0000521,100081,2024-01-08 02:22:49,98.03,gas,pos,in_person,1,0,0.238,37,950,2,1.0,1009,1,D27155947,0
T0000533,100753,2025-11-28 23:54:23,195.21,gas,atm,in_person,1,0,0.818,23,1438,2,1.0,1965,0,D16123211,0
T0000153,100501,2024-04-02 08:36:34,335.46,travel,pos,in_person,1,0,0.565,29,155,6,79.59,11613,1,D11953161,0
T0000001,100761,2024-03-01 03:50:33,184.9,healthcare,pos,in_person,0,0,0.476,16,1776,0,1.0,2875,1,D41547645,0
T0000683,100898,2024-04-27 08:49:50,96.13,utilities,online,web,1,0,0.757,8,3167,4,196.25,359,0,D84624254,0
T0000354,100514,2024-08-28 21:09:34,89.99,online_services,pos,in_person,1,0,0.776,10,197,1,257.89,7184,1,D12332612,0
T0000801,100166,2024-03-25 21:51:53,69.17,restaurants,atm,in_person,1,0,0.663,23,1583,0,167.14,1733,1,D37648912,0
T0000103,100004,2024-12-05 11:38:58,382.5,healthcare,online,in_person,0,0,0.246,28,1050,4,235.84,804,0,D69369321,1
T0000785,100585,2025-09-02 04:01:44,452.03,travel,online,in_person,1,0,0.728,29,824,2,26.16,5153,0,D25523384,0
T0000810,100660,2024-03-09 01:29:14,186.1,restaurants,pos,in_person,0,0,0.641,38,2273,2,353.22,3795,1,D89457074,0
T0000231,100753,2024-05-05 21:08:58,256.33,restaurants,online,web,0,0,0.906,0,213,3,265.37,8903,0,D80615462,0
T0000967,100404,2024-03-31 16:14:35,158.25,travel,transfer,web,1,0,0.366,30,1219,3,1.0,1321,0,D60964380,0
T0000498,100618,2025-06-12 13:09:20,94.2,restaurants,pos,mobile,1,0,0.473,0,847,3,62.16,2075,1,D20587330,0
T0000345,100355,2025-02-20 21:40:17,1252.35,gas,atm,ivr,1,0,0.761,41,591,0,1.0,386,0,D18685020,0
T0000713,100808,2024-09-18 00:29:42,295.31,electronics,atm,in_person,1,0,0.382,0,172,2,106.35,4704,1,D99569344,0
T0000364,100041,2024-11-25 03:43:50,265.1,entertainment,online,in_person,0,0,0.227,46,2128,1,127.1,3240,0,D17668178,0
T0000390,100730,2025-03-06 23:28:54,178.83,travel,pos,in_person,1,0,0.862,15,679,2,141.23,2333,1,D25802369,0
T0000906,100843,2025-09-04 21:27:20,139.82,grocery,online,in_person,0,0,0.55,33,831,3,63.62,526,1,D90317265,0
T0000669,100689,2025-04-30 17:46:41,111.75,travel,transfer,mobile,1,0,0.81,58,159,1,17.67,70,1,D66007511,0
T0000769,100224,2024-08-30 14:56:46,312.74,entertainment,transfer,mobile,1,0,0.246,12,1111,1,222.5,5569,0,D41499121,0
T0000889,100581,2024-09-27 16:03:33,36.05,electronics,pos,web,1,0,0.617,23,1109,5,143.01,486,1,D61811325,0
T0000746,100667,2025-12-05 16:33:39,39.32,grocery,pos,in_person,1,0,0.919,43,3580,0,209.31,309,1,D35612940,0
T0000151,100475,2025-02-10 11:37:17,49.21,online_services,atm,web,1,0,0.939,41,247,2,1.0,1384,0,D78601186,0
T0000991,100561,2025-03-29 17:31:38,126.8,electronics,transfer,in_person,1,0,0.242,20,94,1,1.0,2409,1,D82750978,0
T0000447,100715,2025-05-03 22:27:25,98.83,entertainment,atm,mobile,0,0,0.253,42,855,1,114.52,3405,0,D48161710,0
T0000326,100801,2025-05-21 18:46:55,417.31,travel,atm,mobile,0,1,0.596,14,528,2,39.4,536,0,D81785385,0
T0000750,100228,2025-07-24 14:13:41,224.68,healthcare,online,in_person,1,0,0.205,16,187,0,111.9,199,1,D39355909,0
T0000272,100012,2024-12-16 02:20:24,80.03,healthcare,pos,in_person,1,0,0.597,41,675,3,113.49,521,1,D67255193,0
T0000131,100450,2025-05-08 07:36:07,207.65,grocery,online,mobile,1,0,0.665,57,830,1,15.43,12025,0,D25235029,0
T0000756,100454,2025-03-21 15:07:55,929.2,travel,online,mobile,1,0,0.584,51,3650,1,376.62,3193,0,D76033475,1
T0000621,100833,2025-02-25 10:46:07,114.81,electronics,pos,in_person,1,0,0.399,31,1821,1,172.87,6670,1,D64084374,0
T0000464,100648,2025-05-10 03:57:03,65.82,online_services,pos,in_person,1,0,0.672,43,3650,1,217.41,548,0,D20486102,0
T0000538,100141,2024-11-29 12:43:17,91.19,restaurants,transfer,in_person,1,0,0.919,53,2162,3,141.02,3012,1,D34143321,0
T0000124,100300,2024-02-14 05:07:28,67.34,electronics,online,mobile,0,0,0.302,50,1760,3,270.82,95,1,D76729707,1
T0000371,100364,2024-05-16 01:36:43,240.93,grocery,atm,ivr,1,0,0.612,0,3650,1,1.0,1256,1,D57659467,0
T0000238,100739,2025-04-27 23:34:38,196.55,healthcare,online,in_person,1,0,0.585,0,3650,1,115.89,1512,0,D90671810,0
T0000946,100860,2025-12-27 20:43:46,103.55,entertainment,online,in_person,0,0,0.662,49,95,3,175.24,1393,1,D87279874,0
T0000143,100255,2025-01-30 21:19:52,41.88,utilities,pos,in_person,1,0,0.41,31,1739,0,49.33,6507,0,D29959137,0
T0000596,100815,2025-06-28 18:54:42,277.6,healthcare,transfer,in_person,1,0,0.431,46,196,1,60.35,13241,1,D51071913,0
T0000951,100568,2025-03-12 17:13:31,113.94,electronics,online,in_person,1,0,0.8,10,3650,2,133.32,1,1,D47967490,1
T0000712,100117,2024-05-22 20:43:05,166.41,online_services,pos,in_person,1,0,0.538,22,3650,2,26.67,4728,1,D20293769,0
T0000439,100080,2025-07-28 12:05:53,64.46,grocery,pos,in_person,0,0,0.808,34,137,3,161.36,5492,1,D21010739,0
T0000974,100313,2024-05-08 17:23:47,221.31,entertainment,pos,web,1,0,0.714,48,457,4,148.44,4875,1,D25555758,0
T0000064,100821,2025-07-29 14:39:30,135.6,restaurants,atm,web,1,0,0.283,57,3650,1,130.05,575,1,D57661746,0
T0000981,100072,2024-12-09 03:10:21,76.77,restaurants,transfer,ivr,1,0,0.453,36,150,1,38.39,5539,1,D30832140,0
T0000770,100313,2024-07-02 03:21:15,211.76,grocery,transfer,web,0,0,0.46,63,800,3,198.42,7531,1,D17695470,0
T0000655,100100,2024-06-18 22:26:40,807.69,electronics,pos,in_person,1,0,0.402,61,159,1,1.0,1682,1,D70746128,0
T0000740,100006,2024-05-27 00:04:50,424.79,grocery,online,in_person,1,0,0.509,42,2890,4,130.5,7523,1,D35444693,0
T0000449,100157,2024-05-25 05:45:23,65.27,restaurants,transfer,ivr,0,0,0.481,65,481,1,116.79,635,0,D48483868,0
T0000065,100774,2025-11-29 12:25:48,174.65,grocery,pos,in_person,0,0,0.241,53,1460,1,133.71,11735,0,D12404847,0
T0000013,100854,2025-08-10 23:50:07,89.99,travel,pos,in_person,1,0,0.804,6,263,1,372.46,7426,1,D68774634,0
T0000467,100775,2024-06-24 21:42:21,374.43,utilities,pos,mobile,0,0,0.925,18,1684,1,264.51,106,1,D24058924,1
T0000257,100503,2025-02-14 02:01:44,522.39,grocery,transfer,mobile,1,0,0.691,43,2899,4,414.45,7160,1,D23006820,0
T0000375,100830,2025-09-22 14:21:43,70.91,utilities,online,in_person,1,0,0.373,0,122,0,193.41,21382,1,D11803293,0
T0000480,100155,2025-11-02 08:59:40,453.56,entertainment,pos,mobile,1,0,0.581,30,1144,0,1.0,13256,1,D26485420,0
T0000050,100787,2025-02-12 16:35:04,88.71,online_services,pos,in_person,0,0,0.812,22,807,4,135.41,2826,0,D95114402,0
T0000582,100658,2024-06-25 11:09:35,138.48,entertainment,online,in_person,1,0,0.83,16,2591,3,198.47,9705,1,D70526209,0
T0000122,100077,2024-10-30 01:38:38,37.45,gas,pos,in_person,1,0,0.479,46,824,3,49.52,12800,0,D23095863,0
T0000921,100388,2025-12-29 22:26:58,127.95,utilities,pos,web,1,0,0.68,42,540,2,1.0,7561,1,D92707930,0
T0000561,100584,2025-08-17 17:49:37,93.65,entertainment,online,web,0,0,0.417,54,3215,1,234.35,4046,1,D15825041,0
T0000721,100550,2025-03-01 11:04:18,270.25,online_services,pos,in_person,0,0,0.382,32,843,3,59.35,2506,1,D68536553,0
T0000343,100052,2025-09-23 04:31:02,59.75,online_services,pos,in_person,1,0,0.811,45,779,1,200.99,2578,1,D36816644,0
T0000560,100937,2025-10-07 17:19:23,488.06,electronics,atm,ivr,1,0,0.827,20,1956,2,251.47,8108,0,D51430008,0
T0000203,100644,2025-05-13 16:12:05,22.09,restaurants,atm,mobile,0,0,0.219,22,834,3,247.08,15106,0,D33572541,0
T0000333,100639,2025-04-12 20:00:33,477.11,travel,pos,in_person,1,0,0.334,49,612,3,124.8,4518,1,D67289876,0
T0000876,100284,2025-12-17 04:10:09,101.82,grocery,transfer,in_person,1,0,0.313,21,2572,0,144.6,1310,1,D81765229,0
T0000825,100033,2024-05-08 07:37:52,126.77,grocery,pos,in_person,1,0,0.703,37,921,0,139.65,732,1,D19226040,0
T0000292,100753,2025-09-14 23:40:07,165.45,restaurants,online,web,0,0,0.516,1,122,4,33.67,5551,1,D14748539,0
T0000094,100548,2025-06-07 21:38:40,56.51,travel,transfer,mobile,0,0,0.273,46,706,1,192.55,10486,1,D36356321,0
T0000676,100349,2024-02-24 11:04:45,280.04,utilities,online,mobile,1,0,0.91,21,200,1,122.07,1574,1,D67368083,0
T0000776,100730,2025-02-14 09:53:08,125.21,restaurants,online,web,1,0,0.598,14,270,3,108.83,10806,1,D25355367,0
T0000186,100710,2025-11-02 21:21:39,196.64,healthcare,pos,in_person,1,0,0.755,24,571,1,57.13,7431,1,D71306205,0
T0000508,100379,2024-09-16 00:35:15,57.27,grocery,pos,web,1,0,0.9,63,200,4,98.08,7394,1,D61473382,0
T0000137,100977,2025-03-03 01:42:56,247.53,grocery,online,in_person,1,0,0.761,30,2,1,1.0,5117,1,D66160725,0
T0000283,100707,2024-03-07 06:13:33,98.48,utilities,online,mobile,1,0,0.327,48,756,1,1.0,752,1,D13936547,0
T0000179,100343,2024-01-13 14:13:46,124.19,healthcare,online,in_person,1,1,0.903,18,614,1,246.57,11038,1,D63277359,0
T0000175,100268,2024-05-18 16:54:00,437.61,utilities,pos,web,1,0,0.498,18,1585,0,38.9,5312,1,D20594257,0
T0000465,100931,2025-07-04 23:13:42,633.16,gas,pos,mobile,0,0,0.388,68,108,1,68.53,5856,1,D21725619,0
T0000918,100523,2025-09-19 15:55:25,329.9,healthcare,atm,in_person,1,0,0.696,66,1146,1,153.71,3643,1,D28415101,0
T0000679,100212,2024-02-25 13:44:38,279.59,online_services,online,in_person,1,0,0.62,39,185,4,32.82,2261,0,D39176500,0
T0000880,100226,2024-05-06 07:34:15,19.19,grocery,transfer,mobile,0,0,0.681,76,190,0,1.0,2040,1,D60791423,0
T0000992,100236,2024-07-11 01:30:02,192.93,restaurants,transfer,web,1,0,0.371,18,93,1,139.38,1135,1,D64755690,0
T0000824,100412,2025-03-24 07:27:36,29.56,grocery,online,mobile,1,0,0.878,28,1636,3,112.37,23944,1,D74679527,0
T0000274,100198,2025-03-19 02:00:36,84.47,entertainment,pos,ivr,1,0,0.505,28,155,5,103.89,33,1,D24490029,0
T0000597,100671,2025-04-10 17:42:48,334.29,travel,atm,web,0,0,0.401,0,2556,4,46.93,9518,1,D68303926,0
T0000235,100884,2025-08-12 19:54:52,109.22,utilities,transfer,in_person,1,0,0.633,48,43,3,214.5,4633,1,D92057481,0
T0000246,100453,2024-03-25 03:28:08,55.63,healthcare,online,in_person,0,0,0.261,5,1601,1,52.46,4460,1,D39743875,0
T0000312,100843,2024-09-24 11:43:24,110.78,electronics,pos,mobile,1,1,0.718,41,744,1,226.78,1221,1,D32227024,0
T0000802,100953,2024-05-15 00:04:28,150.63,entertainment,transfer,in_person,0,0,0.374,23,382,3,1.0,2225,1,D51065135,0
T0000767,100811,2025-07-31 03:42:33,2522.58,grocery,online,in_person,1,0,0.484,30,839,3,1.0,1067,1,D15728296,0
T0000595,100649,2025-12-30 02:10:22,165.63,online_services,pos,mobile,0,0,0.284,44,118,3,13.57,1648,1,D38332499,0
T0000456,100666,2025-05-21 16:07:57,75.52,electronics,online,mobile,1,0,0.898,57,953,2,233.95,27868,0,D95738438,0
T0000970,100471,2025-11-11 16:12:05,318.77,online_services,pos,in_person,0,0,0.29,19,343,3,168.22,8037,1,D24457321,0
